공원명,주소,공원면적,위도,경도,시군구,분류,크기
제54호 어린이공원(은하수),경기도 용인시 기흥구 구갈동 605,1500,37.27023022,127.134001,용인시기흥구,소형,3
보정제1호 어린이공원(신촌),경기도 용인시 기흥구 보정동 1201,1528,37.32179999,127.1125141,용인시기흥구,소형,3
보정제2호 어린이공원(꽃메),경기도 용인시 기흥구 보정동 1211,3324,37.32078513,127.1162285,용인시기흥구,소형,3
보정제3호 어린이공원(독정),경기도 용인시 기흥구 보정동 1235,3363,37.31944163,127.1209739,용인시기흥구,소형,3
보정제4호 어린이공원(죽현),경기도 용인시 기흥구 보정동 1270,2703,37.31895551,127.1119257,용인시기흥구,소형,3
보정제5호 어린이공원(포솔),경기도 용인시 기흥구 보정동 1284,1672,37.31181472,127.1104082,용인시기흥구,소형,3
보정제6호 어린이공원(은솔),경기도 용인시 기흥구 보정동 1296,2166,37.308301,127.107801,용인시기흥구,소형,3
보정제7호 어린이공원(해솔),경기도 용인시 기흥구 보정동 1315,1771,37.306601,127.1122681,용인시기흥구,소형,3
죽전제6공원(소담공원),경기도 용인시 기흥구 보정동 1227,31650,37.31829652,127.1235683,용인시기흥구,소형,3
죽전제7공원(큰솔공원),경기도 용인시 기흥구 보정동 1269,40792,37.31666958,127.1122078,용인시기흥구,소형,3
죽전제8공원(은솔공원),경기도 용인시 기흥구 보정동 1287,17643,37.30997236,127.1070788,용인시기흥구,소형,3
죽전제9공원(해솔공원),경기도 용인시 기흥구 보정동 1303,11065,37.308401,127.1124712,용인시기흥구,소형,3
삼가지구 어린이공원2,경기도 용인시 처인구 삼가동 195-19,1925,37.24047571,127.1695371,용인시처인구,소형,3
삼가지구 어린이공원1,경기도 용인시 처인구 삼가동 288-1,4878,37.238001,127.1642486,용인시처인구,소형,3
삼가1지구 체육공원,경기도 용인시 처인구 삼가동 268-26,17748,37.23823531,127.1693019,용인시처인구,소형,3
제107호 어린이공원,경기도 용인시 처인구 모현읍 왕산리 949,5817,37.33393818,127.2538619,용인시처인구,소형,3
제105호 어린이공원,경기도 용인시 처인구 포곡읍 둔전리450,2558,37.27292155,127.2217992,용인시처인구,소형,3
소공원,경기도 용인시 처인구 김량장동 503-1,887,37.23280856,127.1970494,용인시처인구,소형,3
소공원,경기도 용인시 처인구 모현읍 왕산리 523-17,919,37.33709866,127.2521688,용인시처인구,소형,3
소공원,경기도 용인시 처인구 백암면 근창리 101-8,807,37.16344789,127.3692366,용인시처인구,소형,3
소공원,경기도 용인시 처인구 역북동 385-5,391,37.23892805,127.1915507,용인시처인구,소형,3
소공원,경기도 용인시 처인구 역북동 386-3,406,37.23871671,127.1926468,용인시처인구,소형,3
제99호 어린이공원,경기도 용인시 처인구 포곡읍 삼계리 671-25,1875,37.28797374,127.2332122,용인시처인구,소형,3
둔전체육공원(73호),경기도 용인시 처인구 포곡읍 둔전리 422-2,9877,37.26587757,127.2147921,용인시처인구,소형,3
소공원,경기도 용인시 처인구 마평동 740-66,265,37.23440257,127.211401,용인시처인구,소형,3
소공원,경기도 용인시 처인구 역북동 413-14,3573,37.23741396,127.1930552,용인시처인구,소형,3
소공원,경기도 용인시 처인구 역북동 430-22,7040,37.237401,127.194601,용인시처인구,소형,3
제36호 소공원(마평소공원),경기도 용인시 처인구 마평동 661-1,401,37.23626792,127.2126291,용인시처인구,소형,3
제41호 근린공원(만골공원),경기도 용인시 기흥구 신갈동 산14,81927,37.28617851,127.1135998,용인시기흥구,소형,3
제42호 근린공원(상갈공원),경기도 용인시 기흥구 상갈동 129-17,153429,37.267701,127.1131708,용인시기흥구,중형,7
제44호 어린이공원(관아),경기도 용인시 기흥구 구갈동 393-1,2589,37.27797535,127.1106917,용인시기흥구,소형,3
제47호 어린이공원(관곡),경기도 용인시 기흥구 구갈동 407-1,1696,37.27474613,127.111001,용인시기흥구,소형,3
제43호 어린이공원(동오),경기도 용인시 기흥구 신갈동 2,1699,37.27929153,127.1074711,용인시기흥구,소형,3
제45호 어린이공원(신갈중앙),경기도 용인시 기흥구 신갈동 33-4,1882,37.27622109,127.108601,용인시기흥구,소형,3
제46호 어린이공원(신갈),경기도 용인시 기흥구 신갈동 44-8,1727,37.274201,127.1077211,용인시기흥구,소형,3
제50호 어린이공원(안마을),경기도 용인시 기흥구 구갈동 375-2,2196,37.277701,127.1167415,용인시기흥구,소형,3
제49호 어린이공원(한성),경기도 용인시 기흥구 구갈동 383-1,3720,37.27790162,127.114201,용인시기흥구,소형,3
제58호 어린이공원(개나리),경기도 용인시 기흥구 영덕동 915,5937,37.269301,127.0755211,용인시기흥구,소형,3
제59호 어린이공원(진달래),경기도 용인시 기흥구 영덕동 934,1500,37.26780398,127.0774768,용인시기흥구,소형,3
제36호 어린이공원(내기),경기도 용인시 기흥구 구갈동 271,1901,37.28133463,127.1203325,용인시기흥구,소형,3
제48호 어린이공원(캐슬),경기도 용인시 기흥구 구갈동 276-1,1544,37.27719669,127.1185095,용인시기흥구,소형,3
제34호 어린이공원(가현),경기도 용인시 기흥구 구갈동 344-1,2497,37.28323909,127.112401,용인시기흥구,소형,3
설봉공원,경기도 이천시 관고동 356,1644940,37.2794565,127.4275533,이천시,대형,15
온천공원,경기도 이천시 창전동 503,114600,37.2821969121,127.4523173828,이천시,중형,7
수변공원,경기도 이천시 진리동 140,12040,37.2681203,127.4605268,이천시,소형,3
심포니공원,경기도 이천시 창전동 139,2947,37.2822978,127.4457782,이천시,소형,3
이수흥공원,경기도 이천시 창전동 76,1902,37.2824765,127.4420405,이천시,소형,3
희망공원,경기도 이천시 관고동 21,683,37.2820958,127.4361472,이천시,소형,3
한아름공원,경기도 이천시 관고동 11,1297,37.2807419,127.4396981,이천시,소형,3
잎새어린이공원,경기도 의정부시 민락동 826,1508,37.74702407,127.0976313,의정부시,소형,3
오색어린이공원,경기도 의정부시 낙양동 748,1658,37.75930374,127.1161873,의정부시,소형,3
물향기어린이공원,경기도 의정부시 낙양동 752,3004,37.75333397,127.1129611,의정부시,소형,3
넘실어린이공원,경기도 의정부시 민락동 892,1912,37.751427,127.1146979,의정부시,소형,3
솔향어린이공원,경기도 의정부시 민락동 872,1736,37.7459225,127.1080918,의정부시,소형,3
송산지구1호소공원,경기도 의정부시 용현동 550-2,1759,37.74078106,127.0862705,의정부시,소형,3
광역행정타운1호소공원,경기도 의정부시 금오동 482-1,3187,37.75555902,127.0684079,의정부시,소형,3
광역행정타운1호소공원,경기도 의정부시 금오동 산31-18,2231,37.757511,127.0693707,의정부시,소형,3
귀락문화공원,경기도 의정부시 자일동 69-43,8659,37.77046737,127.1194797,의정부시,소형,3
역전근린공원,경기도 의정부시 의정부동 222-19,11402,37.73978221,127.0468652,의정부시,소형,3
하늘능선근린공원,경기도 의정부시 민락동 855,33457,37.74514581,127.1061274,의정부시,소형,3
송산사지근린공원,경기도 의정부시 민락동 878,75925,37.74757496,127.109907,의정부시,소형,3
초록누리근린공원,경기도 의정부시 낙양동 730,45730,37.75372543,127.1056221,의정부시,소형,3
푸른물빛근린공원,경기도 의정부시 민락동 897,15773,37.75279931,127.1186476,의정부시,소형,3
민락문화근린공원,경기도 의정부시 민락동 900,25509,37.7505773,127.1206704,의정부시,소형,3
푸른마당근린공원,경기도 의정부시 민락동 887,16957,37.74777177,127.1075216,의정부시,소형,3
광역행정타운 문화공원,경기도 의정부시 금오동 145-7,3886,37.7546091,127.070548,의정부시,소형,3
송산1호수변공원,경기도 의정부시 민락동 731-1,6487,37.7445007,127.0856606,의정부시,소형,3
활기체육공원,경기도 의정부시 민락동 888,30333,37.74921166,127.1093239,의정부시,소형,3
한터어린이공원,경기도 의정부시 민락동 785,1525,37.7452201,127.0904094,의정부시,소형,3
너나들이어린이공원,경기도 의정부시 민락동 798,1572,37.7439161,127.094504,의정부시,소형,3
민락교통어린이공원,경기도 의정부시 민락동 802,3668,37.7433132,127.0967431,의정부시,소형,3
초록어린이공원,경기도 의정부시 낙양동 713,1971,37.748231,127.0964034,의정부시,소형,3
늘품어린이공원,경기도 의정부시 민락동 832,1774,37.7467442,127.0959479,의정부시,소형,3
민락문화공원,경기도 의정부시 민락동 691-2,2451,37.74125282,127.0916256,의정부시,소형,3
평화어린이공원,경기도 의정부시 민락동 692-5,4132,37.74080296,127.0947716,의정부시,소형,3
점말문화공원,경기도 의정부시 민락동 695-2,2508,37.7404471,127.0967046,의정부시,소형,3
승지문화공원,경기도 의정부시 민락동 698,1500,37.73940195,127.0941041,의정부시,소형,3
오동어린이공원,경기도 의정부시 민락동 706-1,1788,37.7405795,127.0911125,의정부시,소형,3
장미어린이공원,경기도 의정부시 녹양동 385-1,1509,37.75793498,127.0316068,의정부시,소형,3
무지개문화공원,경기도 의정부시 녹양동 380-1,1757,37.75930209,127.0334413,의정부시,소형,3
어룡문화공원,경기도 의정부시 용현동 547-6,3016,37.7480354,127.0833333,의정부시,소형,3
중보뜰어린이공원,경기도 의정부시 민락동 735-2,2620,37.7437445,127.0887161,의정부시,소형,3
사계어린이공원,경기도 의정부시 민락동 756-5,2573,37.73673283,127.0901573,의정부시,소형,3
부용문화공원,경기도 의정부시 민락동 757-3,3002,37.734875,127.0914371,의정부시,소형,3
새말소공원,경기도 의정부시 신곡2동 801-6,800,37.7474225,127.0685301,의정부시,소형,3
열린문화공원,경기도 의정부시 신곡2동 758-2,1501,37.7495437,127.0686771,의정부시,소형,3
상록어린이공원,경기도 의정부시 신곡2동 767-4,2598,37.7510436,127.0773381,의정부시,소형,3
샛별문화공원,경기도 의정부시 신곡2동 774-2,2012,37.7514505,127.081332,의정부시,소형,3
효자어린이공원,경기도 의정부시 신곡2동 789,1493,37.7351108,127.0630256,의정부시,소형,3
상금오어린이공원,경기도 의정부시 금오동 456,1504,37.75610809,127.0774808,의정부시,소형,3
방아어린이공원,경기도 의정부시 녹양동 410-2,1892,37.76018161,127.0369631,의정부시,소형,3
수락어린이공원,경기도 의정부시 장암동 387-2,1500,37.6893693,127.0521801,의정부시,소형,3
문화어린이공원,경기도 의정부시 의정부동 530,3035,37.73545162,127.0359431,의정부시,소형,3
무궁화소공원,경기도 의정부시 녹양동 337,1383,37.75763883,127.0380115,의정부시,소형,3
금오소공원,경기도 의정부시 금오동 464-4,1290,37.74853359,127.0597694,의정부시,소형,3
안말2지구1소공원,경기도 의정부시 호원동 251-26,1074,37.71398578,127.0428305,의정부시,소형,3
안말2지구2소공원,경기도 의정부시 호원동 242-7,382,37.71086792,127.0441951,의정부시,소형,3
중앙문화공원,경기도 의정부시 의정부1동 199-6,1650,37.7299234,127.0827268,의정부시,소형,3
민락2수변공원,경기도 의정부시 낙양동 670-8,6072,37.746433,127.0898407,의정부시,소형,3
마골어린이공원,경기도 의정부시 용현동 산21-2 일원,1553,37.7392824,127.0838922,의정부시,소형,3
공고개어린이공원,경기도 의정부시 용현동 391-24,1537,37.73513068,127.0796100154,의정부시,소형,3
탑돌어린이공원,경기도 의정부시 용현동 24-10 일원,1500,37.7326578,127.0864085,의정부시,소형,3
금빛어린이공원,경기도 의정부시 호원2동 420,4549,37.7129836,127.0331721,의정부시,소형,3
장수원어린이공원,경기도 의정부시 호원1동 465,1530,37.7129836,127.0331721,의정부시,소형,3
중랑천어린이공원,경기도 의정부시 호원1동 467-10,3954,37.7018623,127.048094,의정부시,소형,3
의서어린이공원,경기도 의정부시 의정부2동 482,1500,37.7355459,127.0412962,의정부시,소형,3
만남문화공원,경기도 의정부시 의정부2동 514,1500,37.7355459,127.0412962,의정부시,소형,3
달님문화공원,경기도 의정부시 의정부2동 509-6,1500,37.7365036,127.0406233,의정부시,소형,3
선행문화공원,경기도 의정부시 의정부2동 569-4,1500,37.7380778,127.0911275,의정부시,소형,3
우정어린이공원,경기도 의정부시 의정부2동 559-4,1951,37.7462154,127.0278416,의정부시,소형,3
홍익문화공원,경기도 의정부시 의정부2동 546-2,1500,37.7216484,127.1014362,의정부시,소형,3
문예문화공원,경기도 의정부시 의정부2동 538-6,1500,37.7341501,127.0373068,의정부시,소형,3
소망어린이공원,경기도 의정부시 의정부2동 579-3,1500,37.7378512,127.0945748,의정부시,소형,3
꿈나무문화공원,경기도 의정부시 의정부2동 584-7,1502,37.7383292,127.0570623,의정부시,소형,3
한길문화공원,경기도 의정부시 의정부2동 596,1501,37.7355459,127.0412962,의정부시,소형,3
범골어린이공원,경기도 의정부시 의정부2동 606-3,1500,37.7319157,127.039523,의정부시,소형,3
동오리어린이공원,경기도 의정부시 신곡2동 682-2,1893,37.741516,127.0549081,의정부시,소형,3
바랑골어린이공원,경기도 의정부시 신곡2동 687-2,1644,37.7402182,127.0591453,의정부시,소형,3
행복어린이공원,경기도 의정부시 신곡2동 684-1,2075,37.7430305,127.0585015,의정부시,소형,3
꿈문화공원,경기도 의정부시 신곡2동 669-2,3213,37.7447545,127.0576344,의정부시,소형,3
능골문화공원,경기도 의정부시 신곡2동 685-3,2066,37.7430489,127.0610315,의정부시,소형,3
바리소리어린이공원,경기도 의정부시 신곡1동 727-2,1897,37.7282576,127.0621395,의정부시,소형,3
하늘빛어린이공원,경기도 의정부시 신곡1동 702-4,2262,37.7326045,127.0561978,의정부시,소형,3
청룡어린이공원,경기도 의정부시 신곡1동 725-1,2031,37.7285405,127.0570458,의정부시,소형,3
천보근린공원,경기도 의정부시 금오동 469-1,9534,37.75117012,127.0640951,의정부시,소형,3
상록근린공원,경기도 의정부시 금오동 476-3,11194,37.75391277,127.0749162,의정부시,소형,3
열린맘근린공원,경기도 의정부시 신곡2동 812,23959,37.7351108,127.0630256,의정부시,소형,3
청사초롱근린공원,경기도 의정부시 신곡2동 797,88957,37.7351108,127.0630256,의정부시,소형,3
곤제근린공원,"경기도 의정부시 낙양동 692-1, 13",30798,37.7467415,127.0849074,의정부시,소형,3
다리목근린공원,경기도 의정부시 민락동 736-2,10000,37.73975019,127.0892671,의정부시,소형,3
해오름근린공원,경기도 의정부시 녹양동 399,27187,37.76244377,127.0348045,의정부시,소형,3
군마근린공원,경기도 의정부시 녹양동 406-3,13437,37.76255448,127.0421271,의정부시,소형,3
옥수당근린공원,경기도 의정부시 장암동 411-38,29765,37.688101,127.0534503,의정부시,소형,3
캠프라과디아체육공원,경기도 의정부시 의정부동 253-35 일원,12731,37.742803,127.041457,의정부시,소형,3
신곡어린이공원,경기도 의정부시 신곡동 615-78,1830,37.73457298,127.0547151,의정부시,소형,3
희망어린이공원,경기도 의정부시 의정부동 225-39,5217,37.74537481,127.0480262,의정부시,소형,3
꽃동네어린이공원,경기도 의정부시 금오동 284-12 일원,2168,37.7520362,127.0596368,의정부시,소형,3
하금오어린이공원,경기도 의정부시 금오동 254-1,1500,37.75440258,127.0598947,의정부시,소형,3
색동어린이공원,경기도 의정부시 가능동 611,1849,37.75281385,127.0372587,의정부시,소형,3
동심어린이공원,경기도 의정부시 가능동 635,2317,37.75258177,127.0405235,의정부시,소형,3
어수정어린이공원,경기도 의정부시 가능동 679,2326,37.74731362,127.0329939,의정부시,소형,3
토끼어린이공원,경기도 의정부시 가능동 709,1786,37.74525104,127.0299766,의정부시,소형,3
벌말어린이공원,경기도 의정부시 의정부동 402,3115,37.74524054,127.0389879,의정부시,소형,3
백합어린이공원,경기도 의정부시 가능동 650-7,2316,37.74802198,127.0415085,의정부시,소형,3
느티나무어린이공원,경기도 의정부시 녹양동 348,1757,37.75735861,127.0351743,의정부시,소형,3
새싹어린이공원,경기도 의정부시 가능1동 656,2324,37.7387661,127.0159233,의정부시,소형,3
공룡어린이공원,경기도 의정부시 가능1동 362-170,1500,37.753618,127.0332996,의정부시,소형,3
호동어린이공원,경기도 의정부시 호원2동 341-11,1509,37.7289424,127.044967,의정부시,소형,3
장암어린이공원,경기도 의정부시 장암동 17-27,1500,37.72537009,127.0572262,의정부시,소형,3
직동근린공원,경기도 의정부시 의정부2동 산4-5번지 일원,632143,37.7632536,127.0888515,의정부시,중형,7
추동근린공원,경기도 의정부시 신곡2동 산25-1번지 일원,854666,37.7419198,127.0704451,의정부시,중형,7
중랑천근린공원,경기도 의정부시 의정부동 14-12,14900,37.74448638,127.0536318,의정부시,소형,3
백석천근린공원,경기도 의정부시 의정부2동 553,12248,37.7355459,127.0412962,의정부시,소형,3
장암발곡근린공원,경기도 의정부시 신곡1동 724-1,10368,37.7276918,127.0535716,의정부시,소형,3
오목문화근린공원,경기도 의정부시 민락동 696-1,20063,37.7386003,127.0944644,의정부시,소형,3
용현근린공원,경기도 의정부시 용현동 523,9488,37.7439283,127.0812741,의정부시,소형,3
어린이공원(통복지구),경기도 평택시 통복동 22-2,1567,36.998618,127.083086,평택시,소형,3
어울림 어린이공원(현촌지구),경기도 평택시 용이동 593-3,3951,36.999606,127.131558,평택시,소형,3
어인남 어린이공원,경기도 평택시 비전동 752-13,985,36.994051,127.10067,평택시,소형,3
어제 3호 어린이공원(모산영신지구),경기도 평택시 동삭동 412-14,1887,37.016004,127.090542,평택시,소형,3
용이1호 어린이공원(용이지구),경기도 평택시 용이동 485-1,1805,37.000023,127.14821,평택시,소형,3
용이2호 어린이공원(용이지구),경기도 평택시 용이동 447-1,1849,36.998348,127.139361,평택시,소형,3
용이3호 어린이공원(용이지구),경기도 평택시 용이동 459-1,1914,36.996513,127.140007,평택시,소형,3
용이4호 어린이공원(용이지구),경기도 평택시 용이동 453-4,2589,36.995507,127.136516,평택시,소형,3
우주별 어린이공원(소사벌택지 8호),경기도 평택시 비전동 1047공,1688,37.002497,127.111008,평택시,소형,3
원앙 어린이공원,경기도 평택시 세교동 555-1,1597,37.001829,127.086017,평택시,소형,3
원평14통(삽다리) 어린이공원,경기도 평택시 신대동 184-9,1500,37.000529,127.058007,평택시,소형,3
은행 어린이공원,경기도 평택시 비전동 803,5081,36.998698,127.1012994673,평택시,소형,3
이곡 어린이공원,경기도 평택시 비전동 798-1,2436,37.000145,127.097266,평택시,소형,3
장미 어린이공원,경기도 평택시 세교동 230-59,1819,37.006571,127.076627,평택시,소형,3
정글 어린이공원(소사벌택지 12호),경기도 평택시 죽백동 778-1공,1562,37.005663,127.120216,평택시,소형,3
정원 어린이공원,경기도 평택시 비전동 826,5322,36.996461,127.108229,평택시,소형,3
조개터 1호 어린이공원,경기도 평택시 합정동 921-1,1632,36.989147,127.09984,평택시,소형,3
조개터2호 어린이공원,경기도 평택시 합정동 930-1,1974,36.987735,127.103446,평택시,소형,3
청솔 어린이공원,경기도 평택시 세교동 557-1,1604,37.003313,127.083109,평택시,소형,3
추팔 어린이공원,경기도 평택시 팽성읍 추팔리 396-2,8329,36.957551,127.078011,평택시,소형,3
통미 어린이공원,경기도 평택시 합정동 749,1990,36.991862,127.096174,평택시,소형,3
비전 어린이공원,경기도 평택시 비전동 631-1,2067,36.995846,127.088908,평택시,소형,3
사랑방 어린이공원(용죽지구),경기도 평택시 용이동 673,2781,36.994217,127.12794,평택시,소형,3
삼각 어린이공원,경기도 평택시 팽성읍 송화리 786-2,1723,36.960478,127.058004,평택시,소형,3
상가 어린이공원,경기도 평택시 세교동 562-6,1483,36.99999,127.081609,평택시,소형,3
